,Player Name,Player Age,Value
2293,Dejan Drazic,27,300000
2294,Dejan Kerkez,27,500000
2295,Dejan Kulusevski,22,5500000000
2296,Dejan Ljubicic,25,1000000000
2297,Dejan Lovren,33,300000000
2298,Dejan Petrovic,25,700000
2299,Dejan Radonjic,32,175000
2300,Dejan Sorgic,33,200000
2301,Dejan Stanivukovic,28,500000
2302,Dejan Zukic,21,800000
2303,Delano Burgzorg,24,200000000
2304,Delano van Crooij,31,225000
2305,Dele,22,700000
2306,Dele Alli,27,1100000000
2307,Dele Israel,21,150000
2308,Delmiro,34,150000
2309,Demarai Gray,26,2000000000
2310,Demba Seck,22,300000000
2311,Demeaco Duhaney,24,250000
2312,Deni Hočko,28,500000
2313,Deni Juric,25,500000
2314,Deni Júnior,27,600000
2315,Denilho Cleonise,21,400000
2316,Denis Adamov,25,800000
2317,Denis Alibec,32,900000
2318,Denis Benga,17,100000
2319,Denis Ciobotariu,24,600000
2320,Denis Darmovzal,22,225000
2321,Denis Donat,21,300000
2322,Denis Dumitrascu,27,500000
2323,Denis Genreau,23,120000000
2324,Denis Glushakov,36,700000
2325,Denis Granecny,24,250000
2326,Denis Harut,24,650000
2327,Denis Huseinbasic,21,500000000
2328,Denis Ispas,29,400000
2329,Denis Kolinger,29,750000
2330,Denis Kovacevic,20,50000
2331,Denis Kramar,19,200000
2332,Denis Makarov,25,450000000
2333,Denis Odoi,34,600000
2334,Denis Petric,34,200000
2335,Denis Renta,18,25000
2336,Denis Shepilov,22,150000
2337,Denis Simani,31,200000
2338,Denis Suárez,29,500000000
2339,Denis Terentjev,30,500000
2340,Denis Tomic,25,200000
2341,Denis Vavro,27,300000000
2342,Denis Ventura,27,225000
2343,Denis Visinsky,20,400000
2344,Denis Will Poha,25,100000000
2345,Denis Yakuba,26,500000
2346,Denis Zakaria,26,2000000000
2347,Denislav Aleksandrov,25,250000
2348,Denislav Stanchev,23,100000
2349,Deniz Dilmen,17,50000
2350,Deniz Hümmet,26,350000
2351,Deniz Türüc,30,300000000
2352,Deniz Undav,26,600000000
2353,Denizcan Cosgun,21,250000
2354,Dennis Collander,20,600000
2355,Dennis Eckert Ayensa,26,450000
2356,Dennis Geiger,24,900000000
2357,Dennis Gjengaar,19,750000
2358,Dennis Hadzikadunic,24,300000000
2359,Dennis Iapichino,32,200000
2360,Dennis Jastrzembski,23,400000
2361,Dennis Praet,28,800000000
2362,Dennis Vos,21,350000
2363,Dennis Widgren,29,450000
2364,Denny Gropper,24,500000
2365,Denso Kasius,20,200000000
2366,Denys Antyukh,25,400000
2367,Denys Bain,29,800000
2368,Denys Balan,29,300000
2369,Denys Balanyuk,26,150000
2370,Denys Bezborodko,28,500000
2371,Denys Boyko,35,100000000
2372,Denys Bunchukov,19,100000
2373,Denys Garmash,32,150000000
2374,Denys Kulakov,36,150000
2375,Denys Kuzyk,20,250000
2376,Denys Miroshnichenko,28,600000
2377,Denys Nagnoynyi,21,500000
2378,Denys Oliynyk,35,200000
2379,Denys Pidgurskyi,19,100000
2380,Denys Popov,24,300000000
2381,Denys Rezepov,21,50000
2382,Denys Shevchenko,20,100000
2383,Denys Slyusar,20,300000
2384,Denys Sydorenko,33,150000
2385,Denys Ustymenko,24,200000
2386,Denzel Dumfries,26,2800000000
2387,Depú,23,200000
2388,Dereck Kutesa,25,120000000
2389,Derek Cornelius,25,800000
2390,Derensili Sanches Fernandes,21,275000
2391,Derick Poloni,29,200000
2392,Deron Payne,20,0
2393,Deroy Duarte,23,750000
2394,Derry John Murkin,23,700000
2395,Derry Scherhant,20,700000
2396,Desley Ubbink,29,450000
2397,Destiny Udogie,20,2200000000
2398,Devis Vásquez,24,350000
2399,Devyne Rensch,20,800000000
2400,Deyan Lozev,29,250000
2401,Deyovaisio Zeefuik,25,150000000
2402,Diadié Samassékou,27,1000000000
2403,Diamantis Chouchoumis,28,350000
2404,Diant Ramaj,21,750000
2405,Diego Acosta,20,50000
2406,Diego Alfonsi,16,0
2407,Diego Alves,37,300000
2408,Diego Barri,27,150000
2409,Diego Biseswar,35,400000
2410,Diego Campos,27,600000
2411,Diego Carlos,30,3000000000
2412,Diego Conde,24,300000
2413,Diego Coppola,19,300000000
2414,Diego Costa,34,350000000
2415,Diego Demme,31,400000000
2416,Diego Dorregaray,30,600000
2417,Diego Ferraresso,30,250000
2418,Diego Fuoli,25,200000
2419,Diego González,28,150000000
2420,Diego Gustavo,18,25000
2421,Diego Laxalt,30,300000000
2422,Diego Llorente,29,1200000000
2423,Diego López,41,500000
2424,Diego Madritsch,17,100000
2425,Diego Mariño,32,300000
2426,Diego Rico,30,300000000
2427,Diego Rossi,25,1200000000
2428,Diego Valencia,23,250000000
2429,Dieumerci Ndongala,31,400000
2430,Dijan Vukojevic,27,300000
2431,Dijon Kameri,18,400000000
2432,Dikeni Salifou,19,200000
2433,Dilan Markanday,21,400000
2434,Dillon Phillips,27,600000
2435,Dimitar Evtimov,29,200000
2436,Dimitar Iliev,34,500000
2437,Dimitar Kostadinov,23,500000
2438,Dimitar Mitrovski,24,250000
2439,Dimitar Sheytanov,24,500000
2440,Dimitar Tonev,21,300000
2441,Dimitar Velkovski,28,400000
2442,Dimitri Cavaré,28,500000
2443,Dimitri Foulquier,30,300000000
2444,Dimitri Lavalée,26,750000
2445,Dimitri Liénard,35,600000
2446,Dimitri Payet,36,200000000
2447,Dimitrianos Tzouliou,17,0
2448,Dimitrije Kamenovic,22,140000000
2449,Dimitrije Stevanovic,18,200000
2450,Dimitrios Chatziisaias,30,450000
2451,Dimitrios Christofi,34,300000
2452,Dimitrios Goutas,29,300000000
2453,Dimitrios Kolovetsios,31,800000
2454,Dimitrios Kolovos,29,700000
2455,Dimitrios Konstantinidis,28,300000
2456,Dimitrios Kourbelis,29,150000000
2457,Dimitrios Limnios,24,200000000
2458,Dimitrios Manos,28,375000
2459,Dimitrios Metaxas,19,400000
2460,Dimitrios Nikolaou,24,380000000
2461,Dimitrios Priniotaki,24,150000
2462,Dimitrios Siovas,34,450000
2463,Dimitrios Sotiriou,35,100000
2464,Dimitrios Stavropoulos,25,800000
2465,Dimitrios Stylianidis,19,0
2466,Dimitris Dimitriou,24,450000
2467,Dimitris Flouris,20,0
2468,Dimitris Mavroudis,20,150000
2469,Dimitris Stavrou,17,0
2470,Dimitris Theodorou,25,350000
2471,Dimitry Bertaud,24,150000000
2472,Dimo Bakalov,34,100000
2473,Dinis Almeida,27,100000000
2474,Dinko Horkas,24,500000
2475,Dino Dolmagic,29,150000
2476,Dino Hotic,27,180000000
2477,Dino Mikanovic,28,120000000
2478,Dino Peric,28,500000000
2479,Dino Skorup,23,100000
2480,Dino Stiglec,32,250000
2481,Dinu Moldovan,32,150000
2482,Diogo Barbosa,27,0
2483,Diogo Costa,23,4500000000
2484,Diogo Dalot,24,3500000000
2485,Diogo Gonçalves,26,500000000
2486,Diogo Jota,26,5500000000
2487,Diogo Leite,24,1200000000
2488,Diogo Mendes,25,500000
2489,Diogo Pinto,23,300000
2490,Diogo Queirós,24,500000
2491,Diogo Tomas,25,500000
2492,Diogo Verdasca,26,250000
2493,Dion Beljo,21,650000000
2494,Dion De Neve,21,450000
2495,Dion Kacuri,19,300000
2496,Dion Krasniqi,19,150000
2497,Dion Lopy,21,300000000
2498,Dion Malone,34,350000
2499,Dirk Abels,25,450000
2500,Dirk Asare,18,50000
2501,Dirk Proper,21,200000000
2502,Divock Origi,27,800000000
2503,Djalma Silva,28,600000
2504,Django Warmerdam,27,100000000
2505,Djed Spence,22,1300000000
2506,Djeidi Gassama,19,450000
2507,Djenahro Nunumete,21,50000
2508,Djené,31,600000000
2509,Djibril Diop,24,500000
2510,Djibril Sidibé,30,300000000
2511,Djibril Sow,26,2200000000
2512,Djibrilla Ibrahim,21,25000
2513,Djordje Cosic,27,300000
2514,Djordje Denic,27,400000
2515,Djordje Ivanovic,27,130000000
2516,Djordje Jovanovic,21,300000
2517,Djordje Kotlajic,19,50000
2518,Djordje Lazovic,30,50000
2519,Djordje Maksimovic,23,200000
2520,Djordje Mihailovic,24,600000000
2521,Djordje Skoko,19,0
2522,Dmitri Mandricenco,25,250000
2523,Dmitri Nagiyev,27,300000
2524,Dmitriy Barinov,26,800000000
2525,Dmitriy Chistyakov,29,250000000
2526,Dmitriy Landakov,23,150000
2527,Dmitriy Nepogodov,35,300000
2528,Dmitriy Poloz,31,300000000
2529,Dmitriy Rybchinskiy,24,150000000
2530,Dmitriy Skopintsev,26,300000000
2531,Dmitriy Stotskiy,33,500000
2532,Dmitriy Tsypchenko,23,700000
2533,Dmitriy Vorobyev,25,750000
2534,Dmitriy Zhivoglyadov,28,120000000
2535,Dmytro Chygrynskyi,36,250000
2536,Dmytro Ivanisenya,29,120000000
2537,Dmytro Kapinus,19,300000
2538,Dmytro Khomchenovskyi,32,300000
2539,Dmytro Klyots,26,500000
2540,Dmytro Korkishko,32,200000
2541,Dmytro Kravchenko,28,400000
2542,Dmytro Kryskiv,22,150000000
2543,Dmytro Ledviy,19,100000
2544,Dmytro Matsapura,23,150000000
2545,Dmytro Myshnyov,29,600000
2546,Dmytro Nemchaninov,33,200000
2547,Dmytro Pospelov,31,250000
2548,Dmytro Povoroznyuk,35,0
2549,Dmytro Riznyk,24,250000000
2550,Dmytro Semeniv,24,250000
2551,Dmytro Semenov,23,300000
2552,Dmytro Shamych,21,50000
2553,Dmytro Topalov,25,400000
2554,Dmytro Yusov,29,400000
2555,Dodi Lukébakio,25,1200000000
2556,Dodô,24,1700000000
2557,Dogac Cifci,20,50000
2558,Dogan Alemdar,20,400000000
2559,Dogan Can Davas,25,500000
2560,Dogan Erdogan,26,110000000
2561,Dogucan Haspolat,23,240000000
2562,Dogukan Kaya,23,100000
2563,Dogukan Sinik,24,350000000
2564,Doke Schmidt,31,300000
2565,Domagoj Bradaric,23,500000000
2566,Domagoj Drozdek,27,500000
2567,Domagoj Pavicic,29,120000000
2568,Domagoj Vida,33,200000000
2569,Domen Crnigoj,27,150000000
2570,Domenico Berardi,28,1800000000
2571,Domenik Schierl,28,400000
2572,Domingo Blanco,27,200000000
2573,Domingos Duarte,28,800000000
2574,Dominic Calvert-Lewin,26,2500000000
2575,Dominic Samuel,29,325000
2576,Dominic Solanke,25,1800000000
2577,Dominick Drexler,32,900000
2578,Dominick Zator,28,300000
2579,Dominik Baumgartner,26,750000
2580,Dominik Fitz,23,200000000
2581,Dominik Frieser,29,600000
2582,Dominik Furman,30,600000
2583,Dominik Greif,26,150000000
2584,Dominik Hladun,27,500000
2585,Dominik Holec,28,500000
2586,Dominik Janosek,24,650000
2587,Dominik Kohr,29,400000000
2588,Dominik Kostka,26,350000
2589,Dominik Kotarski,23,200000000
2590,Dominik Kun,29,650000
2591,Dominik Livakovic,28,1400000000
2592,Dominik Mares,20,100000
2593,Dominik Oroz,22,600000
2594,Dominik Pila,21,250000
2595,Dominik Plechaty,23,400000
2596,Dominik Plestil,23,400000
2597,Dominik Preisler,27,300000
2598,Dominik Prochazka,21,0
2599,Dominik Prokop,25,300000
2600,Dominik Prpic,18,50000
2601,Dominik Reiter,25,300000
2602,Dominik Schmid,25,200000000
2603,Dominik Simcic,20,50000
2604,Dominik Simersky,30,200000
2605,Dominik Stumberger,23,300000
2606,Dominik Szoboszlai,22,4000000000
2607,Dominik Yankov,22,150000000
2608,Dominique Heintz,29,150000000
2609,Dominykas Barauskas,25,300000
2610,Donald Molls,24,0
2611,Donat Rrudhani,23,700000
2612,Doni Grdic,21,150000
2613,Donis Avdijaj,26,600000
2614,Donny van de Beek,25,1700000000
2615,Donovan Léon,30,600000
2616,Donyell Malen,24,1600000000
2617,Dorgeles Nene,20,160000000
2618,Dorian Bertrand,29,400000
2619,Dorian Ciezkowski,22,100000
2620,Dorian Dessoleil,30,700000
2621,Dorin Rotariu,27,500000
2622,Dorinel Oancea,26,500000
2623,Doron Leidner,20,150000000
2624,Doru Andrei,20,100000
2625,Doru Popadiuc,28,700000
2626,Dorukhan Toköz,26,550000000
2627,Douglas Augusto,26,450000000
2628,Douglas Luiz,24,3500000000
2629,Douglas Santos,29,1600000000
2630,Dragan Rosic,26,500000
2631,Dragan Stoisavljevic,19,300000
2632,Dragoljub Savic,21,300000
2633,Dragoljub Srnic,31,250000
2634,Dragos Albu,22,450000
2635,Dragos Balauru,33,200000
2636,Dragos Grigore,36,250000
2637,Dragos Iancu,20,150000
2638,Dragos Nedelcu,26,600000
2639,Dragos Tescan,23,50000
2640,Drazen Bagaric,30,150000
2641,Drey Wright,27,450000
2642,Dries Mertens,35,330000000
2643,Dries Wouters,26,500000
2644,Duarte Carvalho,20,300000
2645,Duccio Degli Innocenti,19,500000
2646,Duckens Nazon,29,100000000
2647,Dudu,24,200000
2648,Duhan Aksu,25,500000
2649,Duje Caleta-Car,26,1400000000
2650,Duje Cop,33,200000
2651,Duje Dujmovic,19,50000
2652,Duk,23,100000000
2653,Durel Avounou,25,600000
2654,Dusan Cvetinovic,34,300000
2655,Dusan Dodic,19,50000
2656,Dusan Hodzic,29,250000
2657,Dusan Jokovic,23,200000
2658,Dusan Kuciak,37,100000
2659,Dusan Stevanovic,26,350000
2660,Dusan Stojinovic,22,400000
2661,Dusan Tadić,34,700000000
2662,Dusan Vlahovic,23,7500000000
2663,Dusko Trajcevski,32,200000
2664,Duván Zapata,32,1000000000
2665,Dwight McNeil,23,1800000000
2666,Dyego Sousa,33,100000000
2667,Dylan Bahamboula,27,350000
2668,Dylan Bronn,27,300000000
2669,Dylan Levitt,22,800000
2670,Dylan Mbayo,21,600000
2671,Dylan Mboumbouni,27,100000
2672,Dylan Mertens,27,500000
2673,Dylan Ouedraogo,24,600000
2674,Dylan Saint-Louis,27,150000000
2675,Dylan Smith,16,50000
2676,Dzenan Burekovic,27,150000
2677,Dzenan Pejcinovic,18,100000000
2678,Dzhambulat Dulaev,24,275000
2679,Dzhaner Hasan,18,50000
2680,Dzhuneyt Ali,28,100000
2681,Dálcio,26,600000
2682,Dário Essugo,18,200000000
2683,Dávid Gróf,33,250000
2684,Désiré Doué,17,1500000000
2685,Eamonn Brophy,27,500000
2686,Eberechi Eze,24,3000000000
2687,Eboue Kouassi,25,100000000
2688,Ebrima Colley,23,300000000
2689,Ebrima Darboe,21,200000000
2690,Eddie Nketiah,23,2500000000
2691,Eden Hazard,32,500000000
2692,Eden Karzev,23,240000000
2693,Eder González,26,700000
2694,Ederson,29,4500000000
2695,Edgar Babayan,27,400000
2696,Edgar Costa,36,100000
2697,Edgar González,26,1000000000
2698,Edgar Ié,28,300000000
2699,Edgar Pacheco,22,375000
2700,Edgar Salli,30,350000
2701,Edgar Sevikyan,21,400000
2702,Edgaras Utkus,22,800000
2703,Edi Sylisufaj,23,250000
2704,Edimilson Fernandes,26,300000000
2705,Edin Ajdinovic,21,400000
2706,Edin Dzeko,37,400000000
2707,Edin Julardzija,22,150000
2708,Edin Omeragic,21,300000
2709,Edin Rustemovic,30,250000
2710,Edin Sehic,28,150000
2711,Edin Visca,33,380000000
2712,Edinson Cavani,36,400000000
2713,Edis Bytyqi,20,100000
2714,Edisson Jordanov,29,600000
2715,Edmond Tapsoba,24,3000000000
2716,Edmund Addo,22,100000000
2717,Edoardo Bove,20,300000000
2718,Edoardo Piana,19,50000
2719,Edon Zhegrova,24,700000000
2720,Edouard Mendy,31,1800000000
2721,Edson Fernando,24,500000
2722,Edson Silva,21,0
2723,Edson Álvarez,25,3500000000
2724,Edu,20,200000
2725,Edu Expósito,26,600000000
2726,Eduard Florescu,25,400000
2727,Eduard Kozik,19,200000
2728,Eduard Pap,28,550000
2729,Eduard Radaslavescu,18,600000
2730,Eduard Sarapiy,23,100000000
2731,Eduard Sobol,27,300000000
2732,Eduard Spertsyan,22,900000000
2733,Eduardo Camavinga,20,6000000000
2734,Eduardo Fereira,22,400000
2735,Eduardo Guerrero,23,300000
2736,Eduardo Henrique,27,150000000
2737,Eduardo Quaresma,21,300000000
2738,Eduart Rroca,29,400000
2739,Edvard Tagseth,22,900000
2740,Edvin Austbö,17,350000
2741,Edvin Becirovic,23,175000
2742,Edvin Kurtulus,23,200000000
2743,Edward Chilufya,23,200000000
2744,Efe Arda Koyuncu,17,200000
2745,Efe Tatli,20,350000
2746,Efecan Karaca,33,120000000
2747,Efecan Mizrakci,19,75000
2748,Efkan Bekiroglu,27,240000000
2749,Efthymios Anastasiadis,19,0
2750,Efthymios Koulouris,27,100000000
2751,Egil Selvik,25,700000
2752,Egor Baburin,29,500000
2753,Egor Filipenko,35,300000
2754,Egor Golenkov,23,500000
2755,Egor Noskov,20,200000
2756,Egor Pogostnov,19,400000
2757,Egor Proshkin,24,300000
2758,Egor Prutsev,20,600000
2759,Egor Sorokin,27,180000000
2760,Egor Ushakov,20,500000
2761,Ehsan Hajsafi,33,800000
2762,Eiji Kawashima,40,200000
2763,Einar Galilea,28,400000
2764,Eirik Blikstad,18,100000
2765,Eirik Haugan,25,110000000
2766,Eirik Hestad,27,500000
2767,Eirik Johansen,30,100000
2768,Eirik Ulland Andersen,30,300000
2769,Eirik Wichne,25,350000
2770,Ejaita Ifoni,23,150000
2771,El Bilal Touré,21,1000000000
2772,El Chadaille Bitshiabu,17,700000000
2773,El Fardou Ben,33,120000000
2774,El Hadji Malick Diouf,18,25000
2775,El Mami Tetah,21,200000
2776,El-Hadji Ba,30,400000
2777,Elayis Tavsan,21,160000000
2778,Elbasan Rashani,29,200000000
2779,Eldar Sehic,22,300000
2780,Eldor Shomurodov,27,700000000
2781,Eli Dasa,30,200000000
2782,Elia Berg,19,25000
2783,Elias Aarflot,19,100000
2784,Elias Achouri,24,350000
2785,Elias Andersson,27,100000000
2786,Elias Bakatukanda,19,0
2787,Elias Damergy,20,200000
2788,Elias Durmaz,22,0
2789,Elias Hagen,23,750000
2790,Elias Haug,17,50000
2791,Elias Hoff Melkersen,20,400000
2792,Elias Jelert,19,100000000
2793,Elias Olsson,19,200000
2794,Elias Solberg,19,300000
2795,Eliesse Ben Seghir,18,1800000000
2796,Elijah Just,22,350000
2797,Eliomar,35,50000
2798,Eliot Matazo,21,700000000
2799,Elisha Owusu,25,250000000
2800,Elison Makolli,18,0
2801,Eliton Júnior,25,250000
2802,Eljif Elmas,23,2600000000
2803,Ellinas Sofroniou,28,150000
2804,Elliot Anderson,20,350000000
2805,Elliot Käck,33,200000
2806,Elliot Parish,32,225000
2807,Elliot Stroud,20,0
2808,Ellis Simms,22,400000000
2809,Ellyes Skhiri,27,1300000000
2810,Elseid Hysaj,29,400000000
2811,Elvir Koljic,27,110000000
2812,Elvis Letaj,19,250000
2813,Elvis Manu,29,600000
2814,Elvis Rexhbecaj,25,350000000
2815,Ely Fernandes,32,150000
2816,Elyas Bouzaiene,25,300000
2817,Elye Wahi,20,2500000000
2818,Elías Rafn Ólafsson,23,700000
2819,Emam Ashour,25,250000000
2820,Eman Markovic,23,750000
2821,Emanuel,23,100000
2822,Emanuel Aiwu,22,350000000
2823,Emanuel Emegha,20,150000000
2824,Emanuel Sakic,32,300000
2825,Emanuel Schreiner,34,300000
2826,Emanuel Vignato,22,280000000
2827,Emanuele Valeri,24,350000000
2828,Emeka Eze,26,800000
2829,Emerson,28,1200000000
2830,Emerson Brito,20,150000
2831,Emerson Royal,24,2500000000
2832,Emil Audero,26,600000000
2833,Emil Bergström,29,500000
2834,Emil Bohinen,24,400000000
2835,Emil Breivik,22,200000000
2836,Emil Forsberg,31,900000000
2837,Emil Holm,22,500000000
2838,Emil Konradsen Ceide,21,250000000
2839,Emil Krafth,28,400000000
2840,Emil Mustafaev,21,150000
2841,Emil Roback,19,150000
2842,Emil Salomonsson,33,600000
2843,Emil Stoev,27,250000
2844,Emil Tischler,25,400000
2845,Emil Viyachki,32,150000
2846,Emil Özkan,19,25000
2847,Emile Smith Rowe,22,3800000000
2848,Emilian Metu,19,250000
2849,Emiliano Buendía,26,2800000000
2850,Emiliano Marcondes,28,180000000
2851,Emiliano Martínez,30,2800000000
2852,Emiliano Purita,26,400000
2853,Emiliano Viviano,37,150000
2854,Emilio Kehrer,21,400000
2855,Emin Bayram,20,140000000
2856,Emin Grozdanic,23,0
2857,Emir Dilaver,31,400000
2858,Emir Kaan Gültekin,22,700000
2859,Emir Sahiti,24,200000000
2860,Emir Tintis,19,175000
2861,Emirhan Ilkhan,18,450000000
2862,Emirhan Zaman,19,50000
2863,Emmanuel Agbadou,25,600000000
2864,Emmanuel Agbor,19,0
2865,Emmanuel Banda,25,750000
2866,Emmanuel Boateng,26,700000
2867,Emmanuel Danso,22,100000
2868,Emmanuel Dennis,25,1000000000
2869,Emmanuel Dogbey,19,10000
2870,Emmanuel Essiam,19,200000
2871,Emmanuel Gyasi,29,250000000
2872,Emmanuel Hackman,27,400000
2873,Emmanuel Latte Lath,24,100000000
2874,Emmanuel Lomotey,25,700000
2875,Emmanuel Matuta,21,350000
2876,Emmanuel Sabbi,25,600000
2877,Emmanuel Toku,22,100000000
2878,Emmanuel Yeboah,20,100000000
2879,Emmersón,27,120000000
2880,Emrah Bassan,30,130000000
2881,Emre Akbaba,30,200000000
2882,Emre Bilgin,19,175000
2883,Emre Can,29,1400000000
2884,Emre Gökay,17,50000
2885,Emre Kilinc,28,300000000
2886,Emre Mor,25,370000000
2887,Emre Satilmis,26,50000
2888,Emre Tasdemir,27,375000
2889,Emre Yabantas,19,75000
2890,Emrecan Uzunhan,22,150000000
2891,Emrehan Gedikli,19,800000
2892,Endri Cekici,26,400000000
2893,Endrick,17,25000000
2894,Enea Mihaj,24,150000000
2895,Eneko Capilla,27,300000
2896,Eneo Bitri,26,400000
2897,Enes Mahmutovic,25,250000
2898,Enes Sali,17,400000
2899,Enes Sari,22,50000
2900,Enes Ünal,25,2500000000
2901,Enis Bardhi,27,500000000
2902,Enis Cokaj,24,120000000
2903,Enis Destan,20,900000
2904,Eniss Shabani,19,200000
2905,Enner Valencia,33,380000000
2906,Enock Agyei,18,450000
2907,Enock Kwateng,26,220000000
2908,Enok Naustdal,17,50000
2909,Enric Llansana,22,550000
2910,Enriko Papa,30,100000000
2911,Ensar Bruncevic,24,100000
2912,Enzo Barrenechea,21,900000
2913,Enzo Cornelisse,20,600000
2914,Enzo Crivelli,28,130000000
2915,Enzo Célestine,25,150000
2916,Enzo Ebosse,24,450000000
2917,Enzo Fernández,22,8500000000
2918,Enzo Gaggi,25,300000
2919,Enzo Le Fée,23,1500000000
2920,Enzo Millot,20,250000000
2921,Enzo Roco,30,180000000
2922,Enzo Tchato,20,300000000
2923,Epaminondas Pantelakis,28,500000
2924,Eray Cömert,25,400000000
2925,Erce Kardesler,29,450000
2926,Erdal Rakip,27,120000000
2927,Erdem Canpolat,22,250000
2928,Erdogan Yesilyurt,29,180000000
2929,Erdon Daci,24,900000
2930,Eren Dinkci,21,700000
2931,Eren Elmali,22,400000000
2932,Eren Sahin,21,75000
2933,Erencan Yardimci,21,300000
2934,Ergys Kaçe,29,250000
2935,Erhan Erentürk,27,350000
2936,Erhan Masovic,24,500000000
2937,Erhun Öztümer,31,300000
2938,Eric Bailly,29,800000000
2939,Eric Bauthéac,35,350000
2940,Eric Bicfalvi,35,800000
2941,Eric Boakye,23,600000
2942,Eric Dier,29,2500000000
2943,Eric García,22,1200000000
2944,Eric Junior Bocat,23,600000
2945,Eric Kahl,21,100000000
2946,Eric Kitolano,25,100000000
2947,Eric Larsson,31,600000
2948,Eric Martel,20,650000000
2949,Eric Maxim Choupo-Moting,34,600000000
2950,Eric N'Jo,18,300000
2951,Eric Ocansey,25,350000
2952,Eric Oelschlägel,27,500000
2953,Eric Ramírez,24,900000
2954,Erick Ferigra,24,800000
2955,Erick Otieno,26,150000000
2956,Erico,33,250000
2957,Erik Ahlstrand,21,350000
2958,Erik Botheim,23,380000000
2959,Erik Expósito,26,100000000
2960,Erik Janza,29,100000000
2961,Erik Jirka,25,900000
2962,Erik Lamela,31,1000000000
2963,Erik Lindell,27,250000
2964,Erik Marxen,32,350000
2965,Erik Palmer-Brown,25,300000000
2966,Erik Prekop,25,300000
2967,Erik Sabo,31,700000
2968,Erik Sorga,23,250000
2969,Erion Hoxhallari,27,550000
2970,Eris Abedini,24,300000
2971,Erkan Anapa,25,25000
2972,Erlend Dahl Reitan,25,110000000
2973,Erlend Segberg,26,400000
2974,Erling Haaland,22,17000000000
2975,Erling Knudtzon,34,200000
2976,Ermal Krasniqi,24,700000
2977,Ermedin Demirovic,25,1200000000
2978,Ermin Bicakcic,33,100000000
2979,Ermir Lenjani,33,300000
2980,Ernest Asante,34,300000
2981,Ernest Boahene,23,100000
2982,Ernest Muci,22,180000000
2983,Ernest Nuamah,19,150000000
2984,Ernest Poku,19,300000
2985,Ernest Terpilowski,21,100000000
2986,Erol Dost,23,350000
2987,Ersin Destanoglu,22,650000000
2988,Ertac Özbir,33,700000
2989,Ertan Tombak,23,350000
2990,Erten Ersu,28,50000
2991,Ertugrul Cetin,19,150000
2992,Ertugrul Ersoy,26,750000
2993,Ertugrul Taskiran,33,200000
2994,Ervin Omic,20,400000
2995,Ervin Zukanovic,36,150000
2996,Erwin Mulder,34,300000
2997,Eskil Edh,20,800000
2998,Eslem Öztürk,25,450000
2999,Espen Garnas,28,500000
3000,Espen Ruud,39,100000
3001,Esteban Orozco,24,200000
3002,Esteban Saveljich,31,600000
3003,Ethan Ampadu,22,900000000
3004,Ethan Pinnock,29,1200000000
3005,Ethem Balci,19,50000
3006,Etienne Vaessen,27,800000
3007,Etim,20,300000
3008,Etrit Berisha,34,600000
3009,Etzaz Hussain,30,750000
3010,Eugenio Lamanna,33,100000
3011,Euller,28,600000
3012,Evaldo Netinho,29,250000
3013,Evan Ferguson,18,1000000000
3014,Evan Ndicka,23,3200000000
3015,Evandro,26,600000
3016,Evangelos Andreou,20,150000
3017,Evanilson,23,2200000000
3018,Evann Guessand,21,500000000
3019,Evdoras Silvestros,24,50000
3020,Even Hovland,34,500000
3021,Evert Linthorst,23,600000
3022,Evgeniy Chernov,30,120000000
3023,Evgeniy Frolov,35,200000
3024,Evgeniy Goshev,25,400000
3025,Evgeniy Kharin,27,150000000
3026,Evgeniy Markov,28,500000
3027,Evgeniy Morozov,22,600000
3028,Evgeniy Shikavka,30,150000
3029,Evgeniy Shlyakov,31,400000
3030,Evgeniy Tatarinov,24,250000
3031,Evgeniy Yablonskiy,27,900000
3032,Ewan Henderson,23,425000
3033,Ewandro Costa,27,450000
3034,Ewerton,26,100000000
3035,Ewoud Pletinckx,22,150000000
3036,Exequiel Palacios,24,1500000000
3037,Ezekiel Henty,29,400000
3038,Ezequiel Bullaude,22,450000000
3039,Ezequiel Ponce,26,300000000
3040,Ezgjan Alioski,31,480000000
3041,Ezri Konsa,25,2200000000
3042,Fabian Bredlow,28,150000000
3043,Fabian Ehmann,24,250000
3044,Fabian Frei,34,500000
3045,Fabian Gmeiner,26,350000
3046,Fabian Hiszpanski,29,300000
3047,Fabian Holst-Larsen,18,150000
3048,Fabian Lustenberger,34,400000
3049,Fabian Miesenböck,29,200000
3050,Fabian Piasecki,27,100000000
3051,Fabian Rieder,21,1200000000
3052,Fabian Rohner,24,300000
3053,Fabian Schubert,28,500000
3054,Fabian Schär,31,1000000000
3055,Fabian Tauchhammer,21,75000
3056,Fabian Wilfinger,19,50000
3057,Fabian de Keijzer,22,800000
3058,Fabiano,31,900000
3059,Fabiano Cibi,18,50000
3060,Fabiano Parisi,22,1000000000
3061,Fabiano Silva,23,350000000
3062,Fabien Antunes,31,200000
3063,Fabien Centonze,27,500000000
3064,Fabijan Buntic,26,800000
3065,Fabinho,29,4500000000
3066,Fabio Borini,32,270000000
3067,Fabio Chiarodia,17,100000000
3068,Fabio Daprelà,32,200000
3069,Fabio Depaoli,25,300000000
3070,Fabio Miretti,19,1500000000
